site_no,datetime,tz_cd,Discharge(cfs),Gage_Height(feet),location_name,latitude,longitude
8074500,8/26/17 4:45,CDT,425,10.61,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 5:00,CDT,530,11.2,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 5:15,CDT,638,11.75,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 5:30,CDT,716,12.11,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 5:45,CDT,772,12.36,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 6:00,CDT,807,12.51,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 6:15,CDT,890,12.85,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 6:30,CDT,1000,13.29,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 6:45,CDT,1340,14.41,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 7:00,CDT,2040,16.34,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 7:15,CDT,3590,19.53,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 7:30,CDT,4920,21.69,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 7:45,CDT,5770,22.9,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 8:00,CDT,6100,23.35,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 8:15,CDT,6090,23.33,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 8:30,CDT,6190,23.47,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 8:45,CDT,6330,23.65,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 9:00,CDT,6410,23.75,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 9:15,CDT,6410,23.75,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 9:30,CDT,6270,23.57,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 9:45,CDT,6040,23.27,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 10:00,CDT,5850,23.01,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 10:15,CDT,5730,22.85,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 10:30,CDT,5550,22.6,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 10:45,CDT,5160,22.05,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 11:00,CDT,5100,21.96,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 11:15,CDT,4850,21.59,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 11:30,CDT,4600,21.21,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 11:45,CDT,4380,20.87,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 12:00,CDT,4290,20.72,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 12:15,CDT,4080,20.38,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 12:30,CDT,3910,20.1,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 12:45,CDT,3790,19.88,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 13:00,CDT,3610,19.57,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 13:15,CDT,3530,19.43,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 13:30,CDT,3330,19.06,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 13:45,CDT,3210,18.84,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 14:00,CDT,3010,18.45,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 14:15,CDT,2840,18.12,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 14:30,CDT,2780,17.99,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 14:45,CDT,2590,17.6,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 15:00,CDT,2360,17.09,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 15:15,CDT,2270,16.89,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 15:30,CDT,2100,16.48,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 15:45,CDT,2000,16.25,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 16:00,CDT,1880,15.94,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 16:15,CDT,1780,15.67,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 16:30,CDT,1660,15.35,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 16:45,CDT,1560,15.07,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 17:00,CDT,1480,14.86,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 17:15,CDT,1430,14.71,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 17:30,CDT,1330,14.39,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 17:45,CDT,1280,14.22,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 18:00,CDT,1240,14.09,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 18:15,CDT,1180,13.91,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 18:30,CDT,1140,13.78,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 18:45,CDT,1090,13.59,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 19:00,CDT,1050,13.46,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 19:15,CDT,1010,13.32,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 19:30,CDT,977,13.18,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 19:45,CDT,969,13.15,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 20:00,CDT,941,13.04,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 20:15,CDT,928,12.99,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 20:30,CDT,961,13.12,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 20:45,CDT,1020,13.36,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 21:00,CDT,1160,13.82,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 21:15,CDT,1430,14.7,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 21:30,CDT,2100,16.48,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 21:45,CDT,3820,19.93,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 22:00,CDT,6270,23.57,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 22:15,CDT,8460,26.17,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 22:30,CDT,10400,28.16,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 22:45,CDT,11800,29.48,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 23:00,CDT,12800,30.29,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 23:15,CDT,14100,31.39,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 23:30,CDT,14900,32.01,WhiteoakBayou,29.775,-95.396944
8074500,8/26/17 23:45,CDT,15400,32.36,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 0:00,CDT,17100,33.48,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 0:15,CDT,17600,33.78,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 0:30,CDT,18300,34.22,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 0:45,CDT,18900,34.58,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 1:00,CDT,20300,35.32,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 1:15,CDT,21700,35.98,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 1:30,CDT,22500,36.35,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 1:45,CDT,23100,36.65,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 2:00,CDT,23700,36.92,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 2:15,CDT,24100,37.09,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 2:30,CDT,24400,37.21,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 2:45,CDT,24800,37.38,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 3:00,CDT,25000,37.46,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 3:15,CDT,25100,37.51,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 3:30,CDT,25500,37.64,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 3:45,CDT,25700,37.74,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 4:00,CDT,26400,38,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 4:15,CDT,27000,38.21,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 4:30,CDT,28000,38.6,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 4:45,CDT,28800,38.89,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 5:00,CDT,29200,39.01,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 5:15,CDT,30300,39.38,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 5:30,CDT,30700,39.54,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 5:36,CDT,29800,,,29.775,-95.396944
8074500,8/27/17 7:36,CDT,34700,,,29.775,-95.396944
8074500,8/27/17 9:36,CDT,41100,,,29.775,-95.396944
8074500,8/27/17 11:36,CDT,45300,,,29.775,-95.396944
8074500,8/27/17 13:30,CDT,50600,44.31,WhiteoakBayou,29.775,-95.396944
8074500,8/27/17 16:00,CDT,49200,,,29.775,-95.396944
8074500,8/27/17 18:00,CDT,48200,,,29.775,-95.396944
8074500,8/27/17 20:00,CDT,46200,,,29.775,-95.396944
8074500,8/27/17 22:00,CDT,44500,,,29.775,-95.396944
8074500,8/28/17 0:00,CDT,43400,,,29.775,-95.396944
8074500,8/28/17 2:00,CDT,41800,,,29.775,-95.396944
8074500,8/28/17 4:00,CDT,39100,,,29.775,-95.396944
8074500,8/28/17 6:00,CDT,36400,,,29.775,-95.396944
8074500,8/28/17 8:00,CDT,34300,,,29.775,-95.396944
8074500,8/28/17 10:00,CDT,32600,,,29.775,-95.396944
8074500,8/28/17 12:00,CDT,30900,,,29.775,-95.396944
8074500,8/28/17 14:00,CDT,29100,,,29.775,-95.396944
8074500,8/28/17 16:00,CDT,27300,,,29.775,-95.396944
8074500,8/28/17 18:00,CDT,25400,,,29.775,-95.396944
8074500,8/28/17 20:00,CDT,23600,,,29.775,-95.396944
8074500,8/28/17 22:00,CDT,21900,,,29.775,-95.396944
8074500,8/29/17 0:00,CDT,20200,,,29.775,-95.396944
8074500,8/29/17 2:00,CDT,18500,,,29.775,-95.396944
8074500,8/29/17 4:00,CDT,16800,,,29.775,-95.396944
8074500,8/29/17 6:00,CDT,15200,,,29.775,-95.396944
8074500,8/29/17 8:00,CDT,13800,,,29.775,-95.396944
8074500,8/29/17 10:00,CDT,12500,,,29.775,-95.396944
8074500,8/29/17 12:00,CDT,11100,,,29.775,-95.396944
8074500,8/29/17 14:00,CDT,10300,,,29.775,-95.396944
8074500,8/29/17 16:00,CDT,9550,,,29.775,-95.396944
8074500,8/29/17 18:00,CDT,8800,,,29.775,-95.396944
8074500,8/29/17 20:00,CDT,8050,,,29.775,-95.396944
8074500,8/29/17 22:00,CDT,7360,,,29.775,-95.396944
8074500,8/30/17 0:00,CDT,6760,,,29.775,-95.396944
8074500,8/30/17 2:00,CDT,6160,,,29.775,-95.396944
8074500,8/30/17 4:00,CDT,5560,,,29.775,-95.396944
8074500,8/30/17 6:00,CDT,4960,,,29.775,-95.396944
8074500,8/30/17 8:00,CDT,4500,,,29.775,-95.396944
8074500,8/30/17 10:00,CDT,4030,,,29.775,-95.396944
8074500,8/30/17 12:00,CDT,3570,,,29.775,-95.396944
8074500,8/30/17 14:00,CDT,3110,,,29.775,-95.396944
8074500,8/30/17 16:00,CDT,2860,,,29.775,-95.396944
8074500,8/30/17 18:00,CDT,2630,,,29.775,-95.396944
8074500,8/30/17 20:00,CDT,2390,,,29.775,-95.396944
8074500,8/30/17 22:00,CDT,2160,,,29.775,-95.396944
8074500,8/31/17 0:00,CDT,1940,,,29.775,-95.396944
8074500,8/31/17 2:00,CDT,1760,,,29.775,-95.396944
8074500,8/31/17 4:00,CDT,1580,,,29.775,-95.396944
8074500,8/31/17 6:00,CDT,1410,,,29.775,-95.396944
8074500,8/31/17 8:00,CDT,1250,,,29.775,-95.396944
8074500,8/31/17 10:00,CDT,1130,,,29.775,-95.396944
8074500,8/31/17 12:00,CDT,1020,,,29.775,-95.396944
8074500,8/31/17 14:00,CDT,940,,,29.775,-95.396944
8074500,8/31/17 16:30,CDT,878,12.78,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 16:45,CDT,876,12.77,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 17:00,CDT,866,12.73,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 17:15,CDT,866,12.73,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 17:30,CDT,864,12.72,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 17:45,CDT,864,12.72,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 18:00,CDT,861,12.71,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 18:15,CDT,859,12.7,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 18:30,CDT,852,12.67,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 18:45,CDT,849,12.66,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 19:00,CDT,847,12.65,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 19:15,CDT,849,12.66,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 19:30,CDT,845,12.64,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 19:45,CDT,852,12.67,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 20:00,CDT,837,12.61,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 20:15,CDT,837,12.61,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 20:30,CDT,833,12.59,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 20:45,CDT,830,12.58,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 21:00,CDT,830,12.58,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 21:15,CDT,830,12.58,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 21:30,CDT,818,12.53,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 21:45,CDT,811,12.5,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 22:00,CDT,809,12.49,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 22:15,CDT,802,12.46,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 22:30,CDT,804,12.47,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 22:45,CDT,797,12.44,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 23:00,CDT,793,12.42,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 23:15,CDT,793,12.42,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 23:30,CDT,788,12.4,WhiteoakBayou,29.775,-95.396944
8074500,8/31/17 23:45,CDT,793,12.42,WhiteoakBayou,29.775,-95.396944
