agency_cd,site_no,datetime,tz_cd,140443_00060,140443_00060_cd,140444_00065,140444_00065_cd
USGS,08074500,2017-08-27 05:00,CDT,29200,P,39.01,P
USGS,08074500,2017-08-27 05:15,CDT,30300,P,39.38,P
USGS,08074500,2017-08-27 05:30,CDT,30700,P,39.54,P
USGS,08074500,2017-08-27 05:36,CDT,29800,P
USGS,08074500,2017-08-27 07:36,CDT,34700,P:e
USGS,08074500,2017-08-27 09:36,CDT,41100,P:e
USGS,08074500,2017-08-27 11:36,CDT,45300,P:e
USGS,08074500,2017-08-27 13:30,CDT,50600,P,44.31,P
USGS,08074500,2017-08-27 16:00,CDT,49200,P:e
USGS,08074500,2017-08-27 18:00,CDT,48200,P:e
USGS,08074500,2017-08-27 20:00,CDT,46200,P:e
USGS,08074500,2017-08-27 22:00,CDT,44500,P:e
USGS,08074500,2017-08-28 00:00,CDT,43400,P:e
USGS,08074500,2017-08-28 02:00,CDT,41800,P:e
USGS,08074500,2017-08-28 04:00,CDT,39100,P:e
USGS,08074500,2017-08-28 06:00,CDT,36400,P:e
USGS,08074500,2017-08-28 08:00,CDT,34300,P:e
USGS,08074500,2017-08-28 10:00,CDT,32600,P:e
USGS,08074500,2017-08-28 12:00,CDT,30900,P:e
USGS,08074500,2017-08-28 14:00,CDT,29100,P:e
USGS,08074500,2017-08-28 16:00,CDT,27300,P:e
USGS,08074500,2017-08-28 18:00,CDT,25400,P:e
USGS,08074500,2017-08-28 20:00,CDT,23600,P:e
USGS,08074500,2017-08-28 22:00,CDT,21900,P:e
USGS,08074500,2017-08-29 00:00,CDT,20200,P:e
USGS,08074500,2017-08-29 02:00,CDT,18500,P:e
USGS,08074500,2017-08-29 04:00,CDT,16800,P:e
USGS,08074500,2017-08-29 06:00,CDT,15200,P:e
USGS,08074500,2017-08-29 08:00,CDT,13800,P:e
USGS,08074500,2017-08-29 10:00,CDT,12500,P:e
USGS,08074500,2017-08-29 12:00,CDT,11100,P:e
USGS,08074500,2017-08-29 14:00,CDT,10300,P:e
USGS,08074500,2017-08-29 16:00,CDT,9550,P:e
USGS,08074500,2017-08-29 18:00,CDT,8800,P:e
USGS,08074500,2017-08-29 20:00,CDT,8050,P:e
USGS,08074500,2017-08-29 22:00,CDT,7360,P:e
USGS,08074500,2017-08-30 00:00,CDT,6760,P:e
USGS,08074500,2017-08-30 02:00,CDT,6160,P:e
USGS,08074500,2017-08-30 04:00,CDT,5560,P:e
USGS,08074500,2017-08-30 06:00,CDT,4960,P:e
USGS,08074500,2017-08-30 08:00,CDT,4500,P:e
USGS,08074500,2017-08-30 10:00,CDT,4030,P:e
USGS,08074500,2017-08-30 12:00,CDT,3570,P:e
USGS,08074500,2017-08-30 14:00,CDT,3110,P:e
USGS,08074500,2017-08-30 16:00,CDT,2860,P:e
USGS,08074500,2017-08-30 18:00,CDT,2630,P:e
USGS,08074500,2017-08-30 20:00,CDT,2390,P:e
USGS,08074500,2017-08-30 22:00,CDT,2160,P:e
USGS,08074500,2017-08-31 00:00,CDT,1940,P:e
USGS,08074500,2017-08-31 02:00,CDT,1760,P:e
USGS,08074500,2017-08-31 04:00,CDT,1580,P:e
USGS,08074500,2017-08-31 06:00,CDT,1410,P:e
USGS,08074500,2017-08-31 08:00,CDT,1250,P:e
USGS,08074500,2017-08-31 10:00,CDT,1130,P:e
USGS,08074500,2017-08-31 12:00,CDT,1020,P:e
USGS,08074500,2017-08-31 14:00,CDT,940,P:e
USGS,08074500,2017-08-31 16:30,CDT,878,P,12.78,P
USGS,08074500,2017-08-31 16:45,CDT,876,P,12.77,P
USGS,08074500,2017-08-31 17:00,CDT,866,P,12.73,P
USGS,08074500,2017-08-31 17:15,CDT,866,P,12.73,P
USGS,08074500,2017-08-31 17:30,CDT,864,P,12.72,P
USGS,08074500,2017-08-31 17:45,CDT,864,P,12.72,P
USGS,08074500,2017-08-31 18:00,CDT,861,P,12.71,P
USGS,08074500,2017-08-31 18:15,CDT,859,P,12.70,P
USGS,08074500,2017-08-31 18:30,CDT,852,P,12.67,P
USGS,08074500,2017-08-31 18:45,CDT,849,P,12.66,P
USGS,08074500,2017-08-31 19:00,CDT,847,P,12.65,P
USGS,08074500,2017-08-31 19:15,CDT,849,P,12.66,P
USGS,08074500,2017-08-31 19:30,CDT,845,P,12.64,P
USGS,08074500,2017-08-31 19:45,CDT,852,P,12.67,P
USGS,08074500,2017-08-31 20:00,CDT,837,P,12.61,P
USGS,08074500,2017-08-31 20:15,CDT,837,P,12.61,P
USGS,08074500,2017-08-31 20:30,CDT,833,P,12.59,P
USGS,08074500,2017-08-31 20:45,CDT,830,P,12.58,P
USGS,08074500,2017-08-31 21:00,CDT,830,P,12.58,P
USGS,08074500,2017-08-31 21:15,CDT,830,P,12.58,P
USGS,08074500,2017-08-31 21:30,CDT,818,P,12.53,P
USGS,08074500,2017-08-31 21:45,CDT,811,P,12.50,P
USGS,08074500,2017-08-31 22:00,CDT,809,P,12.49,P
USGS,08074500,2017-08-31 22:15,CDT,802,P,12.46,P
USGS,08074500,2017-08-31 22:30,CDT,804,P,12.47,P
USGS,08074500,2017-08-31 22:45,CDT,797,P,12.44,P
USGS,08074500,2017-08-31 23:00,CDT,793,P,12.42,P
USGS,08074500,2017-08-31 23:15,CDT,793,P,12.42,P
USGS,08074500,2017-08-31 23:30,CDT,788,P,12.40,P
USGS,08074500,2017-08-31 23:45,CDT,793,P,12.42,P
